"g1_1","g1_2","g1_3","g1_4","g1_5","g1_6","g1_7","g1_8","g1_9","g1_10","g1_11","g1_12","g1_13","g1_14","g1_15","g1_16","g1_17","g1_18","g1_19","g1_20","g1_21","g2_1","g2_2","g2_3","g2_4","g2_5","g2_6","g2_7","g2_8","g2_9","g2_10","g2_11","g2_12","g2_13","g2_14","g2_15","g2_16","g2_17","g2_18","g2_19","g2_20","g2_21","c_1","c_2","c_3","c_4","c_5","c_6","c_7","c_8","c_9","c_10","c_11","c_12","c_13","c_14","c_15","c_16","c_17","c_18","c_19","c_20","c_21","c_22","c_23","c_24","c_25","c_26","c_27","c_28","target"
1.4,39,27,66,5,32,13,21,18,19,3,22,5,4.83831813482023,14.8395579605168,5.30953638834006,1.98516107390858,0.613521051704311,0.032817100079559,0.504090229574826,0.357796128595406,10,26,11,37,14,15,18,9,21,-3,-12,-15,3.10432436548409,2.65782815510295,4.31642747240133,1.0365160055365,0.479220785519348,0.910383910389142,0.000309671035418626,0.366895068343244,4.75,1.84,1,-3,-2,0,0,0,0,3.53030700690818,28,1,29,11,4,3,3,31,6,37,1.89567563451591,2.18048997971728,1.50594028838924,-0.42299495383219,0,3.07481145712926,0.99310891593873,-0.00909893974783843,1.95,"2"
3,6,6,12,5,4,1,6,4,3,2,5,3.21231422586204,2.96156699572552,8.3320704,4.1212544,0.8722944,0.552256,0.00980365503582183,0.00980365503582183,0.494625489482182,2.1,12,5,17,1,11,4,6,3,7,3,10,3.59619301456073,3.05748614055193,5.5820416,1.8839296,0.725312,0.00838551052542408,0.0111089965382423,0.614853299871699,3.25,1.75,-2,0,-2,1,0,0,1,2.66137167577266,1,-6,-5,1,-5,2,-7,0,-5,-5,-0.383878788698692,-0.095919144826409,0.1469824,-1.3316736,-1,-0.7465856,-1.4607872,-0.120227810389517,1.92,"2"
1.3,32,15,47,7,32,9,13,14,23,-1,22,5,4.76151325763272,12.3866663822595,6.40057164303547,1.73074658277183,0.778190436458329,0.266209357307126,0.0059462173564721,0.516730768837248,9.5,21,18,39,13,17,17,17,21,0,-4,-4,3.64408102380063,3.36610125418073,4.04425712209352,0.946171441457599,0.831407209165156,0.548126050129406,0.000361589849830226,0.517273154414667,4.5,1.85,5,-4,1,0,1,0,0,0.160413432483067,14,-6,8,11,-8,-4,-3,27,-1,26,1.35591897619937,1.39541200345199,0.899339373606672,-0.167981004999271,0,4.56824957949718,2.35631452094194,-0.000542385577419036,1.88,"1"
7,7,3,10,19,7,10,6,15,-3,-9,-12,2.09674304809254,2.15800191292426,9.40775956086784,4.63588074749952,0.96214878928896,1.80857154256896,0.0700259851849492,0.00504176025969098,0.492772026910929,1.53,15,9,24,7,9,3,7,7,6,0,6,3.64741961489457,3.18922843037682,8.08764654010368,1.3036754550784,0.54638920400896,0.0501758109387924,0.0345620161180041,0.544986518889913,3.6,1.85,-8,3,-5,0,0,0,1,1.00854373941887,-2,-12,-14,0,3,3,6,-3,-15,-18,-1.55067656680203,-1.03122651745256,0.41575958528,0.50489608749056,0,-5.43232594542592,-3.45176579260416,-0.0522144919789831,1.85,"2"
3.2,0,0,0,10,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,2.4,0,0,0,10,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,3.4,2,0,1,1,0,0,1,0,1.99942722128364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,"0"
2,14,11,25,15,12,15,17,26,-3,-9,-12,2.81106511711512,2.37829494546591,9.12225615151945,4.12136541772302,2.04748196592722,1.41353389791216,0.37013447668023,0.00012590284750167,0.451792336157601,4,15,9,24,16,16,18,8,17,-2,-9,-11,2.96350975823005,2.62471857274213,2.12,0.72,0.36,0.3753110988514,8.39742797046647e-05,0.375886524822695,3.6,1.87,-1,1,0,0,0,0,0,2.03978270998776,5,-4,1,-5,7,-1,10,6,-7,-1,-0.152444641114929,-0.246423627276226,1.68748196592722,0.693533897912163,0,3.48225615151945,2.00136541772302,0.0759058113349061,1.95,"0"
1.85,16,12,28,13,24,20,12,20,4,-8,-4,2.84769400808591,2.8297309701306,14.514641198476,3.8050293805999,1.62834267053227,1.79501903515669,0.587869673122347,0.00362464110896576,0.262151115454333,5,20,7,27,16,13,17,6,20,-4,-14,-18,2.49941534148332,2.3807383407986,4.375043763738,0.871719381471638,1.18745722015132,0.604428302515435,0.000645813367965932,0.395849664043132,3.5,2.1,1,-2,-1,1,0,0,0,3.85726070179668,9,-8,1,4,14,-5,7,18,-4,14,0.348278666602591,0.448992629332002,0.440885450380954,0.923299653685054,0,3.46235503748206,-0.570014383138105,-0.133698548588799,1.72,"0"
1.8,23,18,41,13,27,27,16,28,0,-12,-12,3.38564443927668,2.89919191416197,12.0264951233589,4.52078641624918,2.07129330276406,1.08804757123121,0.916855355732029,2.69957850336301e-07,0.375902236676464,4.75,18,13,31,20,21,29,10,25,-8,-15,-23,2.622492039186,2.11365430269763,2.98288125436765,1.07462165238199,1.04562788222606,0.916855355732029,6.69158609129278e-10,0.293501431073558,3.79,1.75,2,1,3,0,0,0,0,2.18222066584592,10,0,10,2,17,-13,7,15,-4,11,0.763152400090686,0.785537611464338,1.025665420538,0.0134259188492212,0,1.86340582101037,1.53790516188154,0.0824008056029064,2.07,"1"
1.909,12,22,34,16,22,30,25,27,-8,-2,-10,3.12495288811215,3.01360573692211,11.6141151544485,6.31335839047356,1.59687531862022,2.18708494150487,0.923116346386636,1.47391992152865e-05,0.543593576136996,3.75,15,13,28,19,15,26,26,32,-11,-6,-17,2.54800150649363,2.62906899001541,6.51037906556345,0.74715881170231,1.55124905230902,0.814647316411415,3.44013446045943e-06,0.590577791876002,3.5,1.85,1,1,2,1,0,0,0,1.7443230411578,-1,7,6,-10,4,-1,12,-2,9,7,0.576951381618522,0.384536746906696,0.0456262663111953,1.43992612980256,0,0.590370010082575,-0.197020675089898,-0.0469842157390068,1.85,"1"
1.3,0,0,0,10,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,5.75,1.7,10,-2,8,0,1,0,0,3.02687562189678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,"1"
1.44,31,25,56,2,30,12,27,15,18,12,30,5,4.87386665313003,14.9390018611768,8.74206674475634,2.13361929039838,0.839139127703154,0.0692426076126307,0.559898366565402,0.585184125820014,7.5,23,14,37,7,18,14,15,19,4,-4,0,3.70673655791263,3.6482223543024,6.96877159071111,1.44033354899355,1.82840191956997,0.428603846153837,0.0820849986238988,0.574212556582968,4.33,1.78,8,-7,1,0,1,0,0,3.59484580600073,17,2,19,11,-3,13,-3,22,8,30,1.29326344208737,1.22564429882763,0.305217370828413,-0.601194421290394,0,2.80277894020665,1.77329515404523,0.0109715692370465,2,"0"
1.29,6,9,15,1,5,0,6,0,5,6,11,3.71338386831492,3.08455217366298,12.52768,4.74464,1.32896,0,0.00451093874354348,0.00597602289500594,0.378732534675215,11,3,6,9,13,6,6,5,0,0,5,5,3.09382903129857,2.72451608956774,2.54688,1.53024,0.7168,0.00589359630887944,0.00398586869212829,0.30761798013373,6.5,1.44,9,-4,5,0,1,1,0,2.97035249452334,0,6,6,5,-5,0,-6,0,6,6,0.61955483701635,0.360036084095245,0.61216,-1.53024,1,4.24832,2.19776,0.0711145545414851,2.71,"2"
1.73,20,10,30,15,18,15,13,31,3,-18,-15,2.86347820017684,2.76100030310458,10.0466174452673,5.74022080787537,1.27910782308289,1.64380406630906,0.587869673122347,0.0266490973363555,0.571358553179452,5,22,10,32,10,17,11,17,31,6,-14,-8,3.12073667814406,3.05022551680249,4.98180932930979,1.20251084561736,1.50398544712061,0.556100883773209,0.0430669240468309,0.511464060298108,3.6,1.84,5,-1,4,1,0,0,0,1.36102807728607,10,-12,-2,-13,-2,2,14,17,-24,-7,-0.257258477967216,-0.289225213697905,-0.224877624037717,0.441293220691705,0,0.306325377812691,0.758411478565579,0.0598944928813439,1.94,"1"
1.5,8,10,18,6,4,2,6,6,2,0,2,3.15982203943226,2.88605637950785,11.4877604864,5.2550957056,0.8020113408,0.4650565632,0.0220346538725161,0.0158434359513211,0.457451712352581,7,18,4,22,4,10,2,5,5,8,0,8,3.75075935789031,3.24333366992731,6.4091136,1.5823045632,0.7131648,0.0171606056906229,0.0218184355310428,0.569948235598201,4,2.02,8,0,8,0,1,0,0,2.83585931217418,4,-8,-4,-1,-3,4,-4,2,-8,-6,-0.590937318458046,-0.357277290419455,0.0888465408000001,-1.117248,0,0.24268032,-1.1540178944,-0.112496523245619,1.73,"1"
3.4,13,6,19,13,11,8,7,10,3,-3,0,3.16207658659598,2.73578843045778,10.7135536316416,5.45993863725056,1.62554893418496,0.94436017569792,0.0700259851849492,0.0345620161180041,0.509629094600794,2.2,12,13,25,5,7,5,12,6,2,6,8,3.7736119068147,3.40736693155171,7.01829021499392,1.4778405257216,0.745903345664,0.0568566425466662,0.0593086568294387,0.601403469922324,3.25,2.14,-1,7,6,0,0,1,0,0.495274093843001,0,-6,-6,5,-4,2,3,-3,-5,-8,-0.611535320218722,-0.671578501093931,0.87964558852096,-0.53348035002368,0,-0.956299580047361,-1.55835157774336,-0.0917743753215299,1.67,"0"
1.5,22,23,45,4,22,9,22,10,13,12,25,5,4.52252760796087,18.7477869098651,7.22057215567071,2.30654637812801,0.704262727206847,0.122643657448697,0.311922662032647,0.385142640589286,8,18,15,33,11,13,11,14,15,2,-1,1,3.53895639824997,3.43995541544892,3.24930688769492,0.938393681712094,1.03918627339904,0.324246905303244,0.0850088423716995,0.295060416088698,4.33,1.87,5,-1,4,1,0,0,0,0.338859064240578,7,5,12,7,-5,11,-3,14,10,24,1.46104360175003,1.08257219251195,1.26736010472896,-0.234130954505247,0,7.73544262198158,3.97126526797579,0.0900822245005881,1.91,"1"
8,19,3,22,13,14,15,16,32,-1,-16,-17,2.34350484971285,2.45324978104906,9.8686756498456,5.85816495428994,1.45779666664947,2.42524694946068,0.297659353449121,0.00484407001224897,0.593612067327554,1.4,34,17,51,2,29,3,15,8,26,7,33,5,4.80400522691428,11.382658110967,2.72380123112627,0.502964816261931,0.0213389289911905,0.310366941265485,0.641503115603611,4.5,1.64,-2,2,0,0,0,0,1,2.4243486063017,2,-31,-29,6,0,13,3,-8,-42,-50,-2.65649515028715,-2.35075544586522,0.954831850387538,-0.298554281665598,0,-7.87505440243429,-5.52449315667704,-0.0478910482760575,2.13,"2"
1.25,0,0,0,19,0,0,0,1,0,-1,-1,2.43,2.486,2.2,0.6,0,0.2,0.00153381067932446,0.0014663191470429,0.272727272727273,13,1,0,1,17,1,1,0,0,0,0,0,2.5,2.5,2,0.2,0.2,0.00153381067932446,0.0014663191470429,0.714285714285714,5,1.71,3,-1,2,0,1,0,0,3.69695311073159,0,-1,-1,0,0,-1,0,0,-1,-1,-0.0699999999999998,-0.0140000000000002,-0.2,0,0,-0.6,-1.4,-0.441558441558442,2,"1"
1.83,26,27,53,6,27,17,20,17,10,3,13,4.88666119384196,4.6148726504192,11.7006301917883,6.39742280590663,1.68766480885277,0.860958032957009,0.299691999513246,0.151829059429431,0.546758824186788,4.5,33,8,41,12,36,17,15,27,19,-12,7,4.25581688245317,4.05305666299237,6.76967204655572,1.41329824652491,1.49611912705635,0.873230648767056,0.00398586869212829,0.505548782254759,3.5,2,3,3,6,1,0,1,0,0.767365247720406,18,-6,12,0,2,3,-19,22,-16,6,0.630844311388792,0.561815987426829,0.191545681796424,-0.552340213567905,0,-1.69010930591716,-0.372249240649089,0.0412100419320294,1.75,"2"
3.2,4,8,12,20,10,36,13,30,-26,-17,-43,1.75367233356719,1.99274760154088,9.24404406645293,4.55278622495998,0.518407268623974,2.04243497964143,0.09515746604904,2.79041771123877e-14,0.492510225203518,2.2,38,7,45,15,30,21,16,35,9,-19,-10,3.3807329300543,2.94974114140427,4.93896008447426,1.30189524749517,1.33029935938929,0.839340437612563,6.08307641893217e-06,0.523189480668635,3.25,2.04,-1,1,0,0,0,0,0,3.63184135117284,-3,-30,-33,-25,20,-8,0,-7,-26,-33,-1.62706059648711,-0.956993539863386,-0.811892090765312,0.740539732146258,0,-0.196054152192982,-0.386173859514286,-0.0306792554651172,1.69,"1"
1.91,12,6,18,14,10,5,7,10,5,-3,2,3.18442652315701,2.84343428591575,9.5322312081408,4.9179241414656,1.5359550185472,0.872302460928,0.0531012104377844,0.0111089965382423,0.515925813598137,4.2,5,7,12,17,8,15,8,12,-7,-4,-11,2.2956890071496,2.44671316056736,5.8493813538816,0.98507442176,2.1939024371712,0.0561347628341337,0.00499159390691022,0.540301489073952,3.5,1.95,8,0,8,1,0,0,0,3.12848979117033,5,1,6,-2,-3,-8,2,9,4,13,0.88873751600741,0.396721125348395,-0.657947418624,-0.112771960832,0,-1.2939121065984,-0.931457212415999,-0.0243756754758144,1.81,"0"
1.36,18,16,34,7,16,6,18,12,10,6,16,4.36249756206631,3.93281936389056,16.0051418215879,5.80434265353413,1.99092885914476,1.17665219342447,0.0906046266916804,0.0218184355310428,0.362654871680373,10,13,6,19,13,13,15,5,10,-2,-5,-7,2.57443081641296,2.65778090414418,3.52485725265052,0.90630010769952,1.52197149103043,0.195169105430624,0.000210715853064738,0.340453214564785,5.25,1.69,6,0,6,0,1,0,0,1.49762078887948,12,3,15,6,1,3,-1,15,8,23,1.78806674565335,1.27503845974638,0.468957368114322,0.270352085724954,0,5.65171555960797,2.27948540088361,0.0222016571155884,2.18,"1"
3.6,24,6,30,15,23,14,13,30,9,-17,-8,2.82409580750703,2.68945313128057,9.50741748268268,5.18503378743519,1.28548850609934,1.13141972195696,0.646456091709076,0.0010230161553565,0.545367214270277,2.1,31,19,50,5,30,14,23,22,16,1,17,3.41406273158139,3.05619827490089,4.89389312,1.377296896,0.83735808,0.124238079834222,0.157237166313628,0.575559562806717,3.4,2.01,-3,10,7,0,0,0,0,1.6457311042163,5,-25,-20,1,-9,-1,0,8,-33,-25,-0.589966924074367,-0.366745143620316,0.448130426099341,-0.24587717404304,0,1.00457357868268,0.291140667435188,-0.0301923485364398,1.76,"0"
1.36,6,4,10,1,6,2,2,0,4,2,6,3.13012185471734,2.81606437094347,7.816,4.4752,1.0368,0.256,0.0034574559939224,0.00431784000763308,0.572569089048106,9,2,2,4,14,1,1,3,3,0,0,0,2.52328375,2.50546875,2.6992,0.6224,0.6224,0.00430287350615284,0.00337959296937671,0.554204993429698,4.75,1.72,9,-4,5,1,1,0,0,2.49159876255809,4,2,6,3,-1,1,-1,4,2,6,0.606838104717336,0.310595620943467,0.4144,-0.3664,0,2.9456,1.776,0.0183640956184087,2.12,"1"
1.73,18,15,33,7,15,11,14,14,4,0,4,3.79486403266613,3.49413195420468,11.4843974218324,6.31277417513504,1.65817419751495,1.4563745921195,0.131098601518782,0.0466538418644716,0.549682664510907,5,7,10,17,16,9,17,10,18,-8,-8,-16,2.12831126568315,2.28944241458468,5.44097155061958,0.867430424188604,1.68200199057678,0.235746076555864,0.00467746024055846,0.511948025154681,3.6,1.89,3,0,3,0,0,0,0,3.73448926994656,8,8,16,-3,1,-3,5,12,8,20,1.66655276698297,1.20468953962,-0.02382779306183,0.588944167930901,0,0.856420980326213,0.871802624515466,0.0377346393562266,1.89,"1"
2.3,7,6,13,17,8,11,9,13,-3,-4,-7,2.47302744573264,2.49268991137565,7.02126736055337,4.20089249717944,0.991726378051174,1.41129904284631,0.110250525304485,0.00375374976977026,0.598309718382289,3,8,5,13,16,10,14,6,16,-4,-10,-14,2.15321867923353,2.0918314285649,5.78055225901711,1.14634865628938,1.50252577481687,0.110250525304485,0.00782837754922577,0.472709603035556,3.25,2,0,1,1,0,0,0,0,3.34776662815749,2,-2,0,-8,5,-5,3,7,0,7,0.319808766499115,0.400858482810751,-0.510799396765696,0.264950386556928,0,-5.20728103765278,-1.57965976183767,0.125600115346733,1.71,"0"
2.7,34,16,50,5,30,12,15,21,18,-6,12,4.53784962075424,4.27030495144437,9.99829335803014,6.01739668612459,1.14193556408458,0.737217054796953,0.422633460172523,0.00551656442076077,0.60184238155922,2.5,33,38,71,2,29,13,31,14,16,17,33,4.88134398773389,4.94661469042087,6.37464848228075,1.72091961742168,1.06927252813509,0.00356869407457265,0.722527353642072,0.530308540818488,3.25,1.85,3,11,14,1,1,0,1,3.7754139923268,-4,-17,-21,16,-19,2,-8,1,-22,-21,-0.343494366979651,-0.676309738976495,0.0726630359494882,-0.983702562624729,1,-2.02234744183705,-0.357251796156163,0.0715338407407318,1.85,"1"
9.5,13,7,20,20,13,20,6,26,-7,-20,-27,1.57712163080341,1.74386075966511,8.44904363275298,4.74389137228588,0.832315432370835,1.99561061659829,0.514202105787754,2.11297234592242e-07,0.561470810009317,1.33,37,32,69,2,33,8,21,11,25,10,35,5,4.94456903462689,6.54853846555103,2.03025649217926,0.287935534764305,0.00869506200579546,0.653769785129847,0.520073058574001,4.5,1.92,-2,4,2,0,0,0,1,0.269329636664812,-19,-30,-49,2,-1,-2,-7,-17,-45,-62,-3.42287836919659,-3.20070827496178,0.54437989760653,-0.0346458755809633,0,-4.14253048859567,-1.80464709326515,0.0413977514353161,1.81,"2"
4.5,23,12,35,10,20,16,15,20,4,-5,-1,3.9152208496784,3.36750197027721,10.3430781215885,6.03401902357739,1.41857017085917,0.851467020115561,0.343962643417472,0.0165726754017613,0.583387165082217,1.8,34,22,56,2,36,8,25,12,28,13,41,4.04405437609493,3.21279274127353,6.75712,2.7088,0.16,0.017304208251014,0.477113915521034,0.500462161969995,3.6,1.94,-2,11,9,1,0,0,1,0.675432486551394,1,-22,-21,8,-9,7,-16,-9,-33,-42,-0.128833526416531,0.154709229003686,1.25857017085917,-1.85733297988444,-1,-3.15868187841153,-0.723100976422606,0.0829250031122216,1.81,"1"
1.833,9,4,13,3,6,3,5,6,3,-1,2,3.03732320253636,2.85513537485644,8.281216,3.351872,1.1931136,1.1112576,0.00889538903704395,0.010254896296404,0.404756016507721,3.75,10,1,11,11,7,2,1,3,5,-2,3,3.03199627972265,2.74380612995922,3.507712,0.956992,0.553472,0.0107672086465471,0.00740944308291469,0.530878475632554,3.25,1.8,-1,1,0,0,0,0,0,3.18993440909386,8,-6,2,3,2,3,-1,5,-6,-1,0.00532692281371272,0.111329244897219,0.6396416,0.1542656,0,1.6738432,-0.155839999999999,-0.126122459124833,1.8,"2"
2.5,1,1,2,19,1,3,0,1,-2,-1,-3,2.31723159986635,2.39779267511346,6.0976,1.4128,0.1024,0.4352,0.00430287350615284,0.00235786200649023,0.23169771713461,3.1,2,1,3,19,3,3,2,3,0,-1,-1,2.44404166309841,2.47618256498518,1.7488,0.7328,0.8928,0.00431784000763308,0.00261890234836329,0.297172376291463,3.3,2.25,2,2,4,0,0,0,0,1.40543397652576,0,-1,-1,-2,1,-3,-2,-1,-1,-2,-0.126810063232058,-0.0783898898717208,-0.7904,-0.2976,0,0.2128,-0.336,-0.0654746591568524,1.63,"0"
2,10,4,14,14,7,9,7,12,-2,-5,-7,2.40103841095866,2.55711362126879,11.5398943603098,5.69492139311104,0.76949298429952,1.56983523311616,0.0707592349093953,0.0116785669703954,0.493498572456444,3.75,8,6,14,15,11,15,4,10,-4,-6,-10,2.46756498464861,2.47144835087644,6.02469336612864,1.0203979546624,1.79257052004352,0.0707592349093953,0.0116785669703954,0.527012925971262,3.4,1.91,5,5,10,1,0,0,0,1.76182640307381,4,-4,0,-3,5,-8,1,4,-1,3,-0.0665265736899503,0.0856652703923451,-1.023077535744,0.54943727845376,0,0.10811902951424,-0.329771973017603,-0.033514353514818,1.88,"1"
1.72,23,23,46,8,18,15,21,22,3,-1,2,3.80235517617264,3.71680288302188,11.5135978394812,5.01180935069546,1.24573373773003,1.14406015568645,0.195169105430624,0.0862935864993705,0.435294807111421,5,24,7,31,15,18,14,9,28,4,-19,-15,2.7574121660108,2.46842888305818,6.52629360043743,0.706525355045743,0.522775448791857,0.771908785921891,0.000389751968252754,0.589314459512596,3.6,2.1,4,1,5,1,0,0,0,0.244609711935156,16,-1,15,-10,6,7,4,22,-5,17,1.04494301016183,1.2483739999637,0.722958288938175,0.437534800640705,0,0.439215571930694,-1.51448424974196,-0.154019652401175,1.67,"1"
1.8,19,9,28,8,11,4,7,13,7,-6,1,3.3951603603613,3.19507263663454,6.9340917873406,4.06599132279186,0.917733596889287,1.04938952683704,0.154874698016337,0.031904762042608,0.586376910991435,4.75,13,5,18,18,15,14,12,24,1,-12,-11,2.5,2.5,1.4,0.6,0.6,0.232494458443849,0.00101791384099544,0.875,3.5,2.1,1,-1,0,0,0,0,0,2.22534496382583,14,-4,10,-13,-8,-7,-2,19,-7,12,0.895160360361302,0.695072636634536,0.317733596889287,0.449389526837038,0,5.3340917873406,2.66599132279186,-0.288623089008565,1.72,"0"
2.5,22,15,37,10,23,26,16,25,-3,-9,-12,3.25273103610932,3.17797318706467,12.13774088192,4.24622247936,1.54065391616,1.73468561408,0.778800783071405,8.76275679411398e-06,0.349836309793451,3,17,13,30,16,19,25,12,25,-6,-13,-19,2.58990374045323,2.57257542252153,3.79048588943232,1.22147614368915,1.58510611337651,0.882496902584595,1.98478492464544e-06,0.339591111050915,3.39,1.83,0,-1,-1,0,0,0,0,1.87399571883502,9,-2,7,-2,14,-9,6,10,-3,7,0.662827295656089,0.605397764543147,-0.0444521972165057,0.513209470390854,0,0.975829494716418,0.455736589927676,0.010245198742536,1.98,"0"
5,14,10,24,14,14,18,9,20,-4,-11,-15,2.29100005528398,2.52050920712616,12.252113963768,6.25957498533898,0.761597488811251,1.87151297839643,0.37013447668023,0.0127783876495358,0.510897548280224,1.8,23,25,48,4,17,7,20,8,10,12,22,4.7690354011313,4.6560609547729,6.43361711386684,1.59994312213352,0.732284156767247,0.0428461755960454,0.358796465405952,0.517496740219603,3.3,2.12,0,5,5,1,0,0,1,3.24632083975398,-11,-13,-24,6,-2,2,3,-16,-21,-37,-2.47803534584732,-2.13555174764674,0.0293133320440034,0.271569856262914,-1,-0.18007471269917,-0.174042128527855,-0.00659919193937919,1.67,"2"
6.25,13,14,27,13,16,25,17,19,-9,-2,-11,2.60977390598931,2.77773383871186,11.3127851309436,2.82606328195195,0.825658668685429,1.60412697517493,0.471776463432741,7.19168476573289e-05,0.249811452196851,1.61,26,24,50,3,21,10,24,9,11,15,26,4.83308460671888,4.7906234965905,7.30792339465607,1.73268181303362,0.930144473370074,0.0387257703516644,0.158025320889648,0.387528841819212,4,1.85,-2,4,2,0,0,0,1,0.269329636664812,-11,-12,-23,7,1,7,-2,-24,-13,-37,-2.22331070072957,-2.01288965787864,-0.104485804684645,-0.128554837858696,0,-7.54496842450751,-4.48186011270412,-0.137717389622361,1.96,"1"
1.5,0,0,0,17,0,0,1,2,0,-1,-1,2.43,2.486,2.4,1.2,0.2,0.4,0.00153381067932446,0.0014663191470429,0.5,6.5,3,0,3,18,3,0,0,0,3,0,3,2.775,2.555,2,0.6,0,0.00153381067932446,0.0014663191470429,0.666666666666667,4.33,1.65,4,-1,3,1,0,0,0,2.10312905326611,0,-3,-3,0,0,1,-1,0,-4,-4,-0.345,-0.069,0.2,-0.2,0,-0.6,-0.8,-0.166666666666667,2.19,"0"
1.25,15,12,27,5,21,7,14,14,14,0,14,4.01972189205502,3.70689880334947,17.2946070466396,10.8374413223854,2.42920597297562,1.33128100007117,0.053933687300356,0.053933687300356,0.626637037381613,13,8,5,13,20,7,12,7,16,-5,-9,-14,2.1321673737346,2.21685147325107,5.91140705569997,0.95465057714176,1.91290400561562,0.0841162460262117,0.00302755474537582,0.631447433475748,5.75,1.53,0,-2,-2,0,0,0,0,2.28822935717773,10,4,14,5,0,2,7,23,5,28,1.88755451832042,1.4900473300984,0.51630196736,0.376630422929408,0,7.93292982330982,4.92603426668544,-0.00481039609413592,2.37,"2"
2.5,4,3,7,12,2,1,3,6,1,-3,-2,2.52954337308127,2.54562390902065,5.010688,3.202432,0.55424,0.99424,0.0077461792625936,0.00398586869212829,0.639120216624943,2.88,7,2,9,9,4,2,4,6,2,-2,0,2.69441713266641,2.60245431735121,4.062144,1.049472,0.987776,0.00750785438151718,0.0059462173564721,0.477857917243872,3.3,2.08,1,1,2,0,0,1,0,0.241343938032426,2,-4,-2,-4,-3,1,2,3,-5,-2,-0.164873759585137,-0.0568304083305562,-0.433536,-0.0552319999999999,0,-3.490048,-0.859712,0.161262299381071,1.75,"0"
3.1,3,4,7,15,3,8,5,12,-5,-7,-12,2.05296795318527,2.46844324369474,6.99215616,2.4090624,0.70106368,2.75899904,0.0144617217426522,0.00726272627981489,0.344537842816142,2.5,4,2,6,19,4,9,3,7,-5,-4,-9,2.18920951902174,2.15508487673884,3.25420544,0.88477184,1.34247424,0.0144617217426522,0.00414853507928325,0.32353643346217,3.3,2.04,-1,4,3,0,0,0,0,1.96017570502443,1,0,1,-4,5,-4,8,-1,-2,-3,-0.136241565836476,0.313358366955899,-0.64141056,1.8742272,0,-3.06607872,-0.84514304,0.0210014093539719,1.77,"2"
4.75,23,15,38,16,21,25,24,42,-4,-18,-22,2.72158110684394,2.64946096478228,10.0673394478657,3.26767767577582,1.36307267567113,1.9686544098217,0.981288388228831,4.93168514451363e-08,0.324582049974342,1.8,44,33,77,2,37,9,30,19,28,11,39,4.93214218052403,4.96555673543055,3.95949187903568,1.41162071024107,0.893573618710237,0.0011978557180549,0.276650583631973,0.297068991049622,3.79,1.81,-2,10,8,0,0,0,1,3.02687562189678,-10,-29,-39,2,-5,15,5,-15,-46,-61,-2.21056107368009,-2.31609577064827,0.469499056960895,0.557033699580626,0,-3.26118691581083,-0.691814203259866,0.0275130589247197,2.01,"0"
